uid,title,types,sourceTypes,citations,source.sourceTitle,source.publishYear,source.publishMonth,source.volume,source.supplement,source.pages.range,source.pages.begin,source.pages.end,source.pages.count,names.authors,links.record,identifiers.issn,identifiers.eissn,keywords.authorKeywords,source.issue,links.references,links.related,identifiers.doi,identifiers.pmid,names.bookCorp,identifiers.isbn,names.bookEditors,source.specialIssue,identifiers.eisbn,source.articleNumber,names.corp
WOS:000308646000008,The effects of low back pain on natural breath control during a lowering task,['Article'],['Article'],"[{'db': 'WOK', 'count': 6}]",EUROPEAN JOURNAL OF APPLIED PHYSIOLOGY,2012,OCT,112,,3519-3524,3519,3524,6,"[{'displayName': 'Lamberg, Eric M.', 'wosStandard': 'Lamberg, EM', 'researcherId': 'W-2527-2019'}, {'displayName': 'Hagins, Marshall', 'wosStandard': 'Hagins, M', 'researcherId': 'GCE-5423-2022'}]",https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000308646000008&DestLinkType=FullRecord&DestApp=WOS_CPL,1439-6319,,"['Lumbar', 'Breath', 'Instability', 'Lifting', 'Motor control']",10,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000308646000008&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000308646000008&DestLinkType=RelatedRecords&DestApp=WOS_CPL,10.1007/s00421-012-2328-6,22307454,,,,,,,
WOS:000318887000003,Applying principles of motor learning and control to upper extremity rehabilitation,['Article'],['Article'],"[{'db': 'WOK', 'count': 167}]",JOURNAL OF HAND THERAPY,2013,APR-JUN,26,,94-102,94,102,9,"[{'displayName': 'Muratori, Lisa M.', 'wosStandard': 'Muratori, LM', 'researcherId': 'GQU-6377-2022'}, {'displayName': 'Lamberg, Eric M.', 'wosStandard': 'Lamberg, EM', 'researcherId': 'W-2527-2019'}, {'displayName': 'Quinn, Lori', 'wosStandard': 'Quinn, L', 'researcherId': 'GCE-5823-2022'}, {'displayName': 'Duff, Susan V.', 'wosStandard': 'Duff, SV', 'researcherId': 'ESX-4227-2022'}]",https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000318887000003&DestLinkType=FullRecord&DestApp=WOS_CPL,0894-1130,1545-004X,"['Motor learning', 'Motor control', 'Hand', 'Upper extremity', 'Rehabilitation']",2,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000318887000003&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000318887000003&DestLinkType=RelatedRecords&DestApp=WOS_CPL,10.1016/j.jht.2012.12.007,23598082,,,,,,,
WOS:000319348600008,Management of proximal femoral focal deficiency with limited resources in Haiti,['Article'],['Article'],"[{'db': 'WOK', 'count': 2}]",PROSTHETICS AND ORTHOTICS INTERNATIONAL,2013,FEB,37,,58-64,58,64,7,"[{'displayName': 'Lamberg, Eric M.', 'wosStandard': 'Lamberg, EM', 'researcherId': 'W-2527-2019'}, {'displayName': 'Collins, Cristiana Kahl', 'wosStandard': 'Collins, CK', 'researcherId': 'EPG-6388-2022'}, {'displayName': 'Hanks, June Elaine', 'wosStandard': 'Hanks, JE', 'researcherId': 'IMK-6850-2023'}, {'displayName': 'Alaniz, Marvin Borge', 'wosStandard': 'Alaniz, MB', 'researcherId': 'IJR-8748-2023'}]",https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000319348600008&DestLinkType=FullRecord&DestApp=WOS_CPL,0309-3646,,"['Physiotherapy', 'prosthetic design', 'prosthetics and orthotics in developing countries']",1,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000319348600008&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000319348600008&DestLinkType=RelatedRecords&DestApp=WOS_CPL,10.1177/0309364612447095,22661340,,,,,,,
WOS:000332418500005,Breath control during a tiptoe task,['Article'],['Article'],"[{'db': 'WOK', 'count': 1}]",PHYSIOTHERAPY THEORY AND PRACTICE,2014,APR,30,,178-182,178,182,5,"[{'displayName': 'Lamberg, Eric M.', 'wosStandard': 'Lamberg, EM', 'researcherId': 'W-2527-2019'}, {'displayName': 'Hagins, Marshall', 'wosStandard': 'Hagins, M', 'researcherId': 'GCE-5423-2022'}]",https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000332418500005&DestLinkType=FullRecord&DestApp=WOS_CPL,0959-3985,1532-5040,"['Lumbar stability', 'respiration', 'spinal mechanics']",3,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000332418500005&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000332418500005&DestLinkType=RelatedRecords&DestApp=WOS_CPL,10.3109/09593985.2013.834527,24020984,,,,,,,
WOS:000218628500013,"Effects of ETyrosine on Parkinson's Disease: A Randomized, Double-Blind, Placebo-Controlled Trial",['Article'],['Article'],"[{'db': 'WOK', 'count': 10}]",MOVEMENT DISORDERS CLINICAL PRACTICE,2014,DEC,1,,348-353,348,353,6,"[{'displayName': 'DiFrancisco-Donoghue, Joanne', 'wosStandard': 'DiFrancisco-Donoghue, J', 'researcherId': 'ABB-8117-2022'}, {'displayName': 'Rabin, Ely', 'wosStandard': 'Rabin, E', 'researcherId': 'DNF-7322-2022'}, {'displayName': 'Lamberg, Eric M.', 'wosStandard': 'Lamberg, EM', 'researcherId': 'W-2527-2019'}, {'displayName': 'Werner, William G.', 'wosStandard': 'Werner, WG', 'researcherId': 'GHC-7451-2022'}]",https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000218628500013&DestLinkType=FullRecord&DestApp=WOS_CPL,2330-1619,,"['orthostatic hypotension', 'norepinephrine', 'heart rate', 'blood pressure']",4,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000218628500013&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000218628500013&DestLinkType=RelatedRecords&DestApp=WOS_CPL,10.1002/mdc3.12082,,,,,,,,
WOS:000353820900001,Building a Framework for a Dual Task Taxonomy,['Article'],['Article'],"[{'db': 'WOK', 'count': 165}]",BIOMED RESEARCH INTERNATIONAL,2015,,2015,,,,,10,"[{'displayName': 'McIsaac, Tara L.', 'wosStandard': 'McIsaac, TL', 'researcherId': 'J-2156-2019'}, {'displayName': 'Lamberg, Eric M.', 'wosStandard': 'Lamberg, EM', 'researcherId': 'W-2527-2019'}, {'displayName': 'Muratori, Lisa M.', 'wosStandard': 'Muratori, LM', 'researcherId': 'GQU-6377-2022'}]",https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000353820900001&DestLinkType=FullRecord&DestApp=WOS_CPL,2314-6133,2314-6141,[],,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000353820900001&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000353820900001&DestLinkType=RelatedRecords&DestApp=WOS_CPL,10.1155/2015/591475,25961027,,,,,,591475,
WOS:000380978400004,The 2-and 8-week effects of decompressive brace use in people with medial compartment knee osteoarthritis,['Article'],['Article'],"[{'db': 'WOK', 'count': 10}]",PROSTHETICS AND ORTHOTICS INTERNATIONAL,2016,AUG,40,,447-453,447,453,7,"[{'displayName': 'Lamberg, Eric M.', 'wosStandard': 'Lamberg, EM', 'researcherId': 'W-2527-2019'}, {'displayName': 'Streb, Robert', 'wosStandard': 'Streb, R', 'researcherId': 'DYB-8465-2022'}, {'displayName': 'Werner, Marc', 'wosStandard': 'Werner, M', 'researcherId': 'CEH-0885-2022'}, {'displayName': 'Kremenic, Ian', 'wosStandard': 'Kremenic, I', 'researcherId': 'GCO-2868-2022'}, {'displayName': 'Penna, James', 'wosStandard': 'Penna, J', 'researcherId': 'FRU-2337-2022'}]",https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000380978400004&DestLinkType=FullRecord&DestApp=WOS_CPL,0309-3646,1746-1553,"['Brace', 'unloader brace', 'osteoarthritis', 'orthosis']",4,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000380978400004&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000380978400004&DestLinkType=RelatedRecords&DestApp=WOS_CPL,10.1177/0309364615589537,26112467,,,,,,,
WOS:000397499100007,Balance in children with acute lymphoblastic leukemia,['Article'],['Article'],"[{'db': 'WOK', 'count': 23}]",PEDIATRICS INTERNATIONAL,2017,MAR,59,,293-302,293,302,10,"[{'displayName': 'Varedi, Mitra', 'wosStandard': 'Varedi, M', 'researcherId': 'GCK-3273-2022'}, {'displayName': 'McKenna, Raymond', 'wosStandard': 'McKenna, R', 'researcherId': 'FZL-5707-2022'}, {'displayName': 'Lamberg, Eric M.', 'wosStandard': 'Lamberg, EM', 'researcherId': 'W-2527-2019'}]",https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000397499100007&DestLinkType=FullRecord&DestApp=WOS_CPL,1328-8067,1442-200X,"['acute lymphoblastic leukemia', 'balance', 'children', 'vincristine']",3,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000397499100007&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000397499100007&DestLinkType=RelatedRecords&DestApp=WOS_CPL,10.1111/ped.13141,27543960,,,,,,,
WOS:000407151200003,Standing balance in people with trans-tibial amputation due to vascular causes: A literature review,['Review'],['Review'],"[{'db': 'WOK', 'count': 16}]",PROSTHETICS AND ORTHOTICS INTERNATIONAL,2017,AUG,41,,345-355,345,355,11,"[{'displayName': 'Seth, Mayank', 'wosStandard': 'Seth, M', 'researcherId': 'LDF-1596-2024'}, {'displayName': 'Lamberg, Eric', 'wosStandard': 'Lamberg, E', 'researcherId': 'W-2527-2019'}]",https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000407151200003&DestLinkType=FullRecord&DestApp=WOS_CPL,0309-3646,1746-1553,"['Balance', 'vascular', 'trans-tibial amputation', 'center of pressure', 'weight distribution', 'postural sway', 'stability']",4,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000407151200003&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000407151200003&DestLinkType=RelatedRecords&DestApp=WOS_CPL,10.1177/0309364616683819,28067120,,,,,,,
WOS:000438140200005,Trends in availability and usage of biophysical agents among physical therapists in the United States,['Article'],['Article'],"[{'db': 'WOK', 'count': 6}]",PHYSICAL THERAPY REVIEWS,2018,,23,,116-123,116,123,8,"[{'displayName': 'Greco, Jamie L.', 'wosStandard': 'Greco, JL', 'researcherId': 'DVG-0446-2022'}, {'displayName': 'Lamberg, Eric M.', 'wosStandard': 'Lamberg, EM', 'researcherId': 'W-2527-2019'}, {'displayName': 'McKenna, Raymond F.', 'wosStandard': 'McKenna, RF', 'researcherId': 'ING-3275-2023'}, {'displayName': 'Muratori, Lisa M.', 'wosStandard': 'Muratori, LM', 'researcherId': 'GQU-6377-2022'}]",https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000438140200005&DestLinkType=FullRecord&DestApp=WOS_CPL,1083-3196,1743-288X,"['Modalities', 'electrotherapeutic agents', 'physical agents', 'clinical practice', 'physical therapy education']",2,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000438140200005&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000438140200005&DestLinkType=RelatedRecords&DestApp=WOS_CPL,10.1080/10833196.2018.1449921,,,,,,,,
WOS:000636383100001,Athletic ability in the sport of amputee soccer,['Article'],['Article'],"[{'db': 'WOK', 'count': 0}]",SOCCER & SOCIETY,2022,JAN 2,23,,1-7,1,7,7,"[{'displayName': 'Lamberg, Eric', 'wosStandard': 'Lamberg, E', 'researcherId': 'W-2527-2019'}, {'displayName': 'Pierre-Glaude, James', 'wosStandard': 'Pierre-Glaude, J', 'researcherId': 'GGD-8382-2022'}]",https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000636383100001&DestLinkType=FullRecord&DestApp=WOS_CPL,1466-0970,1743-9590,[],1,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000636383100001&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000636383100001&DestLinkType=RelatedRecords&DestApp=WOS_CPL,10.1080/14660970.2021.1908269,,,,,,,,
WOS:000871263400014,Effect of Transtibial Prosthesis Mass Alteration on Metabolic Activity and Outcomes,['Article'],['Article'],"[{'db': 'WOK', 'count': 0}]",JOURNAL OF PROSTHETICS AND ORTHOTICS,2022,JAN,34,,52-59,52,59,8,"[{'displayName': 'Seth, Mayank', 'wosStandard': 'Seth, M', 'researcherId': 'LDF-1596-2024'}, {'displayName': 'Warren, Kelly A.', 'wosStandard': 'Warren, KA', 'researcherId': 'EEY-7313-2022'}, {'displayName': 'Lamberg, Eric M.', 'wosStandard': 'Lamberg, EM', 'researcherId': 'W-2527-2019'}]",https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000871263400014&DestLinkType=FullRecord&DestApp=WOS_CPL,1040-8800,1534-6331,"['amputation', 'prostheses', 'energy metabolism', '6-minute walk test']",1,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000871263400014&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000871263400014&DestLinkType=RelatedRecords&DestApp=WOS_CPL,10.1097/JPO.0000000000000357,,,,,,,,
WOS:000299551000053,High cell density attenuates reactive oxygen species: Implications for in vitro assays,['Article'],['Article'],"[{'db': 'WOK', 'count': 7}]",WOUND REPAIR AND REGENERATION,2012,JAN-FEB,20,,74-82,74,82,9,"[{'displayName': 'Kim, Dennis P.', 'wosStandard': 'Kim, DP', 'researcherId': 'FHJ-6885-2022'}, {'displayName': 'Yahav, Jonathan', 'wosStandard': 'Yahav, J', 'researcherId': 'GLA-8212-2022'}, {'displayName': 'Sperandeo, Michael', 'wosStandard': 'Sperandeo, M', 'researcherId': 'DYL-4234-2022'}, {'displayName': 'Maloney, Lauren', 'wosStandard': 'Maloney, L', 'researcherId': 'X-6377-2019'}, {'displayName': 'McTigue, Monica', 'wosStandard': 'McTigue, M', 'researcherId': 'DFX-1662-2022'}, {'displayName': 'Lin, Fubao', 'wosStandard': 'Lin, FB', 'researcherId': 'GDQ-2094-2022'}, {'displayName': 'Clark, Richard A. F.', 'wosStandard': 'Clark, RAF', 'researcherId': 'GEI-6090-2022'}]",https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000299551000053&DestLinkType=FullRecord&DestApp=WOS_CPL,1067-1927,,[],1,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000299551000053&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000299551000053&DestLinkType=RelatedRecords&DestApp=WOS_CPL,10.1111/j.1524-475X.2011.00746.x,22107255,,,,,,,
WOS:000392290300016,Integration of a Low-Cost Introductory Ultrasound Curriculum Into Existing Procedural Skills Education for Preclinical Medical Students,['Article'],['Article'],"[{'db': 'WOK', 'count': 7}]",JOURNAL OF ULTRASOUND IN MEDICINE,2017,FEB,36,,367-373,367,373,7,"[{'displayName': 'Maloney, Lauren', 'wosStandard': 'Maloney, L', 'researcherId': 'X-6377-2019'}, {'displayName': 'Zach, Kristen', 'wosStandard': 'Zach, K', 'researcherId': 'EIF-2521-2022'}, {'displayName': 'Page, Christopher', 'wosStandard': 'Page, C', 'researcherId': 'INI-6149-2023'}, {'displayName': 'Tewari, Neera', 'wosStandard': 'Tewari, N', 'researcherId': 'EAN-3192-2022'}, {'displayName': 'Tito, Matthew', 'wosStandard': 'Tito, M', 'researcherId': 'DZV-0310-2022'}, {'displayName': 'Seidman, Peggy', 'wosStandard': 'Seidman, P', 'researcherId': 'DRS-7031-2022'}]",https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000392290300016&DestLinkType=FullRecord&DestApp=WOS_CPL,0278-4297,1550-9613,"['medical education', 'medical student', 'procedural skills', 'ultrasound education']",2,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000392290300016&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000392290300016&DestLinkType=RelatedRecords&DestApp=WOS_CPL,10.7863/ultra.16.03108,28026892,,,,,,,
WOS:000429613200002,Are Audience Response Systems Worth the Cost? Comparing Question-Driven Teaching Strategies for Emergency Medical Technician Education,['Article'],['Article'],"[{'db': 'WOK', 'count': 4}]",INTERNET JOURNAL OF ALLIED HEALTH SCIENCES AND PRACTICE,2018,,16,,,,,8,"[{'displayName': 'Maloney, Lauren M.', 'wosStandard': 'Maloney, LM', 'researcherId': 'X-6377-2019'}, {'displayName': 'Dilger, James P.', 'wosStandard': 'Dilger, JP', 'researcherId': 'A-9283-2009'}, {'displayName': 'Werfel, Paul A.', 'wosStandard': 'Werfel, PA', 'researcherId': 'GLE-3204-2022'}, {'displayName': 'Cimino, Linda M.', 'wosStandard': 'Cimino, LM', 'researcherId': 'ICR-4159-2023'}]",https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000429613200002&DestLinkType=FullRecord&DestApp=WOS_CPL,1540-580X,,[],1,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000429613200002&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000429613200002&DestLinkType=RelatedRecords&DestApp=WOS_CPL,,,,,,,,8,
WOS:000460106500139,PUZZLE-BASED ULTRASOUND EDUCATION FOR FIRST-YEAR MEDICAL STUDENTS,['Abstract'],['Meeting Abstract'],"[{'db': 'WOK', 'count': 0}]",ANESTHESIA AND ANALGESIA,2018,APR,126,S,261-262,261,262,2,"[{'displayName': 'Chen, Lydia', 'wosStandard': 'Chen, L', 'researcherId': 'HEC-8676-2022'}, {'displayName': 'Helou, Mada', 'wosStandard': 'Helou, M', 'researcherId': 'EZQ-5130-2022'}, {'displayName': 'Maloney, Lauren M.', 'wosStandard': 'Maloney, LM', 'researcherId': 'X-6377-2019'}, {'displayName': 'Seidman, Peggy', 'wosStandard': 'Seidman, P', 'researcherId': 'DRS-7031-2022'}, {'displayName': 'Chaaban, Luna', 'wosStandard': 'Chaaban, L', 'researcherId': 'EOJ-3441-2022'}]",https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000460106500139&DestLinkType=FullRecord&DestApp=WOS_CPL,0003-2999,,[],4,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000460106500139&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000460106500139&DestLinkType=RelatedRecords&DestApp=WOS_CPL,,,,,,,,,
WOS:000473645100014,Honest Disclosure of Conflicts of Interest Advances Emergency Medicine Scholarship,['Editorial material'],['Editorial Material'],"[{'db': 'WOK', 'count': 1}]",ACADEMIC EMERGENCY MEDICINE,2019,JUN,26,,698-700,698,700,3,"[{'displayName': 'Maloney, Lauren M.', 'wosStandard': 'Maloney, LM', 'researcherId': 'X-6377-2019'}, {'displayName': 'Mycyk, Mark B.', 'wosStandard': 'Mycyk, MB', 'researcherId': 'DVR-9149-2022'}]",https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000473645100014&DestLinkType=FullRecord&DestApp=WOS_CPL,1069-6563,1553-2712,[],6,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000473645100014&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000473645100014&DestLinkType=RelatedRecords&DestApp=WOS_CPL,10.1111/acem.13718,30802334,,,,,,,
WOS:000475686100023,Tumor immune microenvironment characteristics of papillary thyroid carcinoma are associated with histopathological aggressiveness and BRAF mutation status,['Article'],['Article'],"[{'db': 'WOK', 'count': 19}]",HEAD AND NECK-JOURNAL FOR THE SCIENCES AND SPECIALTIES OF THE HEAD AND NECK,2019,AUG,41,,2636-2646,2636,2646,11,"[{'displayName': 'Means, Casey', 'wosStandard': 'Means, C', 'researcherId': 'DGH-9283-2022'}, {'displayName': 'Clayburgh, Daniel R.', 'wosStandard': 'Clayburgh, DR', 'researcherId': 'DTZ-5340-2022'}, {'displayName': 'Maloney, Lauren', 'wosStandard': 'Maloney, L', 'researcherId': 'GEC-9279-2022'}, {'displayName': 'Sauer, David', 'wosStandard': 'Sauer, D', 'researcherId': 'GAC-0834-2022'}, {'displayName': 'Taylor, Matthew H.', 'wosStandard': 'Taylor, MH', 'researcherId': 'IQF-1905-2023'}, {'displayName': 'Shindo, Maisie L.', 'wosStandard': 'Shindo, ML', 'researcherId': 'GBC-0582-2022'}, {'displayName': 'Coussens, Lisa M.', 'wosStandard': 'Coussens, LM', 'researcherId': 'ABH-9834-2020'}, {'displayName': 'Tsujikawa, Takahiro', 'wosStandard': 'Tsujikawa, T', 'researcherId': 'AAK-6499-2020'}]",https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000475686100023&DestLinkType=FullRecord&DestApp=WOS_CPL,1043-3074,1097-0347,"['biomarker', 'immune cell', 'multiplex immunohistochemistry', 'thyroid cancer', 'tumor microenvironment']",8,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000475686100023&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000475686100023&DestLinkType=RelatedRecords&DestApp=WOS_CPL,10.1002/hed.25740,30896061,,,,,,,
WOS:000484297600016,Using a Journal Club Series to Introduce Paramedic Students to Research Fundamentals and Critical Appraisal of Medical Literature,['Article'],['Article'],"[{'db': 'WOK', 'count': 4}]",PREHOSPITAL AND DISASTER MEDICINE,2019,AUG,34,,449-453,449,453,5,"[{'displayName': 'Maloney, Lauren M.', 'wosStandard': 'Maloney, LM', 'researcherId': 'X-6377-2019'}, {'displayName': 'Marshall, Robert Trevor', 'wosStandard': 'Marshall, RT', 'researcherId': 'FKL-4375-2022'}, {'displayName': 'Werfel, Paul A.', 'wosStandard': 'Werfel, PA', 'researcherId': 'GLE-3204-2022'}, {'displayName': 'Johnson, Scott E.', 'wosStandard': 'Johnson, SE', 'researcherId': 'AAJ-4154-2020'}]",https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000484297600016&DestLinkType=FullRecord&DestApp=WOS_CPL,1049-023X,1945-1938,"['Emergency Medical Services', 'journal club', 'paramedic', 'research', 'research ethics']",4,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000484297600016&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000484297600016&DestLinkType=RelatedRecords&DestApp=WOS_CPL,10.1017/S1049023X19004618,31322497,,,,,,,
